id,year,job_role,experience_level,industry,location,skills,num_skills,salary_usd,automation_risk,demand_index,avg_skill_trend_score,experience_ord,salary_tier,risk_label,skill_count,future_proof,salary_vs_median,role_encoded,exp_encoded
1774,2025,Data Analyst,Lead,Healthcare,UAE,MLOps|MS Access|dbt,3,202341.0,0.697,112.0,6.57,4,High,High Risk,3,0,0.88,6,4
1775,2020,SQL Developer,Senior,Education,Australia,Basic SEO|Power BI|A/B Testing,3,140669.0,0.881,103.5,6.23,3,Mid,Critical Risk,3,0,0.723,20,3
1776,2022,Financial Analyst,Entry,Consulting,UAE,Cold Calling|R|Data Entry|Spark/PySpark|Manual Testing|dbt,6,99122.0,0.98,136.6,5.0,1,Low,Critical Risk,6,0,0.905,12,1
1777,2025,Statistician,Senior,Tech,UK,Prompt Engineering|R|Python|COBOL,4,210182.0,0.298,141.0,6.55,3,High,Moderate Risk,4,0,1.081,22,3
1778,2022,SQL Developer,Senior,Manufacturing,Canada,Copy-Paste Reporting|Legacy VBA|R|MS Access|A/B Testing|Spark/PySpark,6,165726.0,0.98,109.2,4.72,3,Mid,Critical Risk,6,0,0.852,20,3
1779,2020,Excel Analyst,Senior,Energy,UK,Cloud (AWS/GCP)|Legacy VBA|Vector Databases,3,132722.0,0.98,99.0,6.7,3,Low,Critical Risk,3,0,0.682,11,3
1780,2024,Data Analyst,Principal,Tech,Netherlands,Excel (Basic)|Crystal Reports|Deep Learning|COBOL|Prompt Engineering,5,252154.0,0.98,128.1,4.98,5,Elite,Critical Risk,5,0,0.986,6,5
1781,2020,Data Analyst,Lead,Manufacturing,Brazil,SQL|Cold Calling|Manual Testing|Crystal Reports,4,124213.0,0.98,99.2,3.53,4,Low,Critical Risk,4,0,0.54,6,4
1782,2024,QA Engineer,Principal,Energy,Singapore,Basic SEO|R|Data Entry|Manual Testing|Cold Calling,5,182480.0,0.98,123.4,3.16,5,Mid,Critical Risk,5,0,0.713,18,5
1783,2024,Supply Chain Analyst,Lead,Finance,Netherlands,Spark/PySpark|R|COBOL|Vector Databases|Excel (Basic),5,221825.0,0.739,119.2,5.8,4,High,High Risk,5,0,0.964,23,4
1784,2023,Excel Analyst,Mid,Education,Brazil,Prompt Engineering|Python|Cold Calling,3,106870.0,0.98,109.9,6.83,2,Low,Critical Risk,3,0,0.719,11,2
1785,2021,Financial Analyst,Principal,Retail,India,Cloud (AWS/GCP)|LLMs/GenAI|Basic SEO|Cold Calling,4,253152.0,0.98,117.4,5.95,5,Elite,Critical Risk,4,0,0.99,12,5
1786,2020,AI Engineer,Mid,Government,Singapore,Power BI|Manual Testing|Crystal Reports,3,163862.0,0.98,97.7,4.13,2,Mid,Critical Risk,3,0,1.102,0,2
1787,2023,Digital Marketer,Mid,Government,UK,Cold Calling|Power BI|Python|Data Entry|Tableau|LLMs/GenAI,6,135614.0,0.98,137.7,6.32,2,Mid,Critical Risk,6,0,0.912,10,2
1788,2021,SEO Specialist,Mid,Media,Brazil,MLOps|Legacy VBA|Manual Testing|Vector Databases,4,113445.0,0.98,112.4,5.72,2,Low,Critical Risk,4,0,0.763,19,2
1789,2023,Data Engineer,Principal,Tech,Germany,Vector Databases|Power BI|Legacy VBA,3,299018.0,0.595,119.5,6.3,5,Elite,High Risk,3,0,1.169,7,5
1790,2020,Operations Analyst,Principal,Energy,Singapore,Python|R|COBOL|Copy-Paste Reporting|Spark/PySpark,5,219881.0,0.98,114.0,5.32,5,High,Critical Risk,5,0,0.86,16,5
1791,2025,DevOps Engineer,Principal,Healthcare,Singapore,Deep Learning|COBOL|R|SQL|Excel (Basic),5,331198.0,0.696,129.2,5.56,5,Elite,High Risk,5,0,1.295,9,5
1792,2022,HR Analyst,Entry,Retail,USA,COBOL|Power BI|Cloud (AWS/GCP)|Legacy VBA|Cold Calling|Spark/PySpark,6,95201.0,0.98,132.7,5.12,1,Low,Critical Risk,6,0,0.869,13,1
1793,2025,Content Strategist,Senior,Energy,Australia,Kubernetes|Basic SEO|dbt,3,158622.0,0.803,161.7,6.53,3,Mid,Critical Risk,3,0,0.816,5,3
1794,2022,SEO Specialist,Mid,Retail,Brazil,Copy-Paste Reporting|A/B Testing|Kubernetes|Data Entry|Machine Learning,5,122989.0,0.98,128.5,5.6,2,Low,Critical Risk,5,0,0.827,19,2
1795,2025,BI Developer,Lead,Retail,USA,Legacy VBA|Copy-Paste Reporting|A/B Testing,3,171032.0,0.98,142.3,3.63,4,Mid,Critical Risk,3,0,0.744,2,4
1796,2022,Software Developer,Entry,Tech,UK,A/B Testing|dbt|Deep Learning|COBOL|Legacy VBA|Basic SEO,6,133953.0,0.98,122.9,5.28,1,Low,Critical Risk,6,0,1.223,21,1
1797,2021,Data Analyst,Entry,Finance,Singapore,Manual Testing|Data Entry|Kubernetes,3,65796.0,0.98,102.1,4.13,1,Low,Critical Risk,3,0,0.601,6,1
1798,2024,Accountant,Entry,Education,USA,Power BI|Cold Calling|LLMs/GenAI|Data Entry|A/B Testing|dbt,6,114714.0,0.98,154.3,6.25,1,Low,Critical Risk,6,0,1.048,1,1
1799,2022,HR Analyst,Lead,Healthcare,USA,Airflow|Data Entry|Kubernetes|Python|Statistics,5,202892.0,0.889,120.4,6.9,4,High,Critical Risk,5,0,0.882,13,4
1800,2023,AI Engineer,Lead,Healthcare,USA,Spark/PySpark|MS Access|SQL|Cold Calling|Power BI|Legacy VBA,6,316532.0,0.98,114.8,5.03,4,Elite,Critical Risk,6,0,1.376,0,4
1801,2020,DevOps Engineer,Entry,Media,UK,MS Access|Data Entry|Statistics|SQL|Machine Learning|LLMs/GenAI,6,140123.0,0.923,110.3,6.32,1,Mid,Critical Risk,6,0,1.28,9,1
1802,2023,Data Scientist,Senior,Tech,Singapore,Deep Learning|dbt|Tableau|Airflow|Spark/PySpark,5,281450.0,0.05,146.2,8.44,3,Elite,Low Risk,5,1,1.447,8,3
1803,2021,DevOps Engineer,Mid,Retail,Australia,Cloud (AWS/GCP)|Tableau|R|Deep Learning|Basic SEO|Python,6,203392.0,0.295,107.1,7.4,2,High,Moderate Risk,6,1,1.368,9,2
1804,2020,Supply Chain Analyst,Entry,Finance,Brazil,Python|SQL|Cloud (AWS/GCP)|Airflow,4,110142.0,0.05,106.9,8.5,1,Low,Low Risk,4,1,1.006,23,1
1805,2020,Content Strategist,Senior,Healthcare,UAE,R|Excel (Basic)|Vector Databases|SQL|Cloud (AWS/GCP)|dbt,6,180064.0,0.301,100.6,7.35,3,Mid,Moderate Risk,6,1,0.926,5,3
1806,2019,Supply Chain Analyst,Principal,Manufacturing,Germany,Excel (Basic)|Machine Learning|MS Access|LLMs/GenAI|Copy-Paste Reporting,5,240822.0,0.98,90.1,5.2,5,High,Critical Risk,5,0,0.942,23,5
1807,2019,Data Engineer,Lead,Manufacturing,Netherlands,Basic SEO|Cloud (AWS/GCP)|Power BI,3,233523.0,0.535,100.2,6.6,4,High,High Risk,3,0,1.015,7,4
1808,2019,Excel Analyst,Lead,Retail,Germany,SQL|Statistics|R,3,124247.0,0.568,99.5,7.13,4,Low,High Risk,3,0,0.54,11,4
1809,2020,IT Support Specialist,Lead,Media,India,Deep Learning|Python|Basic SEO|LLMs/GenAI,4,209621.0,0.635,108.2,7.78,4,High,High Risk,4,0,0.911,14,4
1810,2022,Financial Analyst,Principal,Healthcare,UK,Kubernetes|A/B Testing|Power BI|LLMs/GenAI,4,292084.0,0.05,114.3,8.4,5,Elite,Low Risk,4,1,1.142,12,5
1811,2021,Product Manager,Lead,Energy,UAE,Cold Calling|Power BI|Copy-Paste Reporting|Basic SEO,4,200821.0,0.98,109.2,3.45,4,High,Critical Risk,4,0,0.873,17,4
1812,2025,SEO Specialist,Mid,Finance,Netherlands,R|Legacy VBA|MLOps|Power BI,4,113849.0,0.98,110.7,6.32,2,Low,Critical Risk,4,0,0.765,19,2
1813,2020,Financial Analyst,Lead,Tech,UAE,SQL|Legacy VBA|Cloud (AWS/GCP)|Tableau|Statistics|Crystal Reports,6,208635.0,0.98,104.3,5.88,4,High,Critical Risk,6,0,0.907,12,4
1814,2025,Digital Marketer,Mid,Government,Netherlands,Copy-Paste Reporting|COBOL|Python|Vector Databases,4,123899.0,0.98,154.7,5.12,2,Low,Critical Risk,4,0,0.833,10,2
1815,2022,SEO Specialist,Mid,Finance,India,Airflow|Data Entry|Vector Databases|MLOps,4,124746.0,0.959,130.0,6.98,2,Low,Critical Risk,4,0,0.839,19,2
1816,2019,Software Developer,Senior,Tech,Australia,Cloud (AWS/GCP)|Legacy VBA|Kubernetes|SQL|Excel (Basic)|Spark/PySpark,6,228340.0,0.75,108.8,6.47,3,High,Critical Risk,6,0,1.174,21,3
1817,2023,HR Analyst,Mid,Finance,Brazil,MLOps|Excel (Basic)|SQL|Tableau,4,119849.0,0.498,136.0,6.9,2,Low,Moderate Risk,4,0,0.806,13,2
1818,2019,SEO Specialist,Principal,Media,Germany,Power BI|Manual Testing|R|Prompt Engineering,4,176954.0,0.831,94.5,6.6,5,Mid,Critical Risk,4,0,0.692,19,5
1819,2025,Data Analyst,Mid,Healthcare,USA,COBOL|Machine Learning|Manual Testing|Crystal Reports|MS Access,5,122755.0,0.98,122.6,3.5,2,Low,Critical Risk,5,0,0.825,6,2
1820,2025,SEO Specialist,Lead,Energy,Germany,Data Entry|Spark/PySpark|Prompt Engineering|Manual Testing|MLOps,5,223207.0,0.98,161.8,6.26,4,High,Critical Risk,5,0,0.97,19,4
1821,2023,Content Strategist,Principal,Finance,UK,Vector Databases|Tableau|Data Entry|R|A/B Testing,5,224547.0,0.93,131.8,6.52,5,High,Critical Risk,5,0,0.878,5,5
1822,2025,Business Analyst,Lead,Finance,Australia,Airflow|R|SQL|Tableau,4,198573.0,0.141,135.3,7.48,4,High,Low Risk,4,1,0.863,3,4
1823,2020,SEO Specialist,Mid,Tech,Brazil,Kubernetes|SQL|Cold Calling|Deep Learning|Manual Testing|COBOL,6,123442.0,0.98,107.6,5.12,2,Low,Critical Risk,6,0,0.83,19,2
1824,2024,IT Support Specialist,Lead,Energy,Netherlands,SQL|R|Spark/PySpark|Manual Testing|Excel (Basic)|Power BI,6,178486.0,0.98,112.2,6.13,4,Mid,Critical Risk,6,0,0.776,14,4
1825,2024,Data Engineer,Mid,Education,Netherlands,Statistics|MS Access|Machine Learning|COBOL,4,178133.0,0.88,141.3,5.08,2,Mid,Critical Risk,4,0,1.198,7,2
1826,2021,Supply Chain Analyst,Principal,Tech,Singapore,Legacy VBA|Data Entry|COBOL|Airflow,4,181118.0,0.98,111.3,3.25,5,Mid,Critical Risk,4,0,0.708,23,5
1827,2024,Statistician,Entry,Education,Singapore,MS Access|Manual Testing|MLOps|Legacy VBA|Tableau|Excel (Basic),6,105588.0,0.98,121.7,4.52,1,Low,Critical Risk,6,0,0.964,22,1
1828,2024,Machine Learning Engineer,Mid,Manufacturing,Netherlands,Cold Calling|MS Access|MLOps|Copy-Paste Reporting,4,182253.0,0.98,128.9,3.55,2,Mid,Critical Risk,4,0,1.225,15,2
1829,2021,BI Developer,Principal,Government,UAE,dbt|Spark/PySpark|Vector Databases|Manual Testing|Prompt Engineering|LLMs/GenAI,6,354738.0,0.142,117.4,8.03,5,Elite,Low Risk,6,1,1.387,2,5
1830,2024,Data Engineer,Principal,Energy,Germany,Basic SEO|Airflow|dbt|R|Excel (Basic)|Cloud (AWS/GCP),6,369679.0,0.784,125.1,6.47,5,Elite,Critical Risk,6,0,1.445,7,5
1831,2020,Statistician,Entry,Education,India,MS Access|Statistics|LLMs/GenAI|MLOps|SQL,5,124019.0,0.266,101.8,7.18,1,Low,Moderate Risk,5,1,1.132,22,1
1832,2023,BI Developer,Lead,Energy,Canada,MLOps|A/B Testing|Manual Testing|COBOL,4,225243.0,0.98,129.1,5.22,4,High,Critical Risk,4,0,0.979,2,4
1833,2019,Excel Analyst,Principal,Finance,Netherlands,Vector Databases|Copy-Paste Reporting|Python|Data Entry|Statistics|A/B Testing,6,218957.0,0.98,89.0,6.02,5,High,Critical Risk,6,0,0.856,11,5
1834,2022,SEO Specialist,Senior,Tech,Brazil,Cold Calling|Statistics|Legacy VBA|Prompt Engineering|Basic SEO,5,139362.0,0.98,116.5,4.74,3,Mid,Critical Risk,5,0,0.717,19,3
1835,2019,SQL Developer,Senior,Energy,UK,Basic SEO|Cloud (AWS/GCP)|Statistics,3,147077.0,0.749,97.6,6.47,3,Mid,High Risk,3,0,0.756,20,3
1836,2020,Business Analyst,Mid,Media,Australia,Kubernetes|COBOL|Machine Learning|Deep Learning,4,157958.0,0.213,97.7,6.98,2,Mid,Low Risk,4,0,1.062,3,2
1837,2020,Software Developer,Senior,Finance,Australia,Tableau|Cloud (AWS/GCP)|MLOps|Basic SEO|dbt,5,234716.0,0.401,103.8,7.42,3,High,Moderate Risk,5,0,1.207,21,3
1838,2024,BI Developer,Senior,Energy,Canada,Statistics|MS Access|A/B Testing|Cloud (AWS/GCP)|Airflow|Power BI,6,230330.0,0.614,133.7,7.1,3,High,High Risk,6,0,1.184,2,3
1839,2021,Business Analyst,Entry,Energy,Germany,Crystal Reports|Copy-Paste Reporting|Data Entry|COBOL,4,67796.0,0.98,108.7,1.38,1,Low,Critical Risk,4,0,0.619,3,1
1840,2025,Data Scientist,Entry,Education,India,SQL|Manual Testing|A/B Testing|Cloud (AWS/GCP)|Crystal Reports|Excel (Basic),6,138113.0,0.98,135.9,5.42,1,Mid,Critical Risk,6,0,1.261,8,1
1841,2023,Business Analyst,Principal,Healthcare,UAE,Kubernetes|Vector Databases|Spark/PySpark,3,265550.0,0.05,121.2,8.63,5,Elite,Low Risk,3,1,1.038,3,5
1842,2023,Content Strategist,Principal,Education,Singapore,Spark/PySpark|MLOps|R|COBOL,4,226607.0,0.534,141.5,6.35,5,High,High Risk,4,0,0.886,5,5
1843,2025,QA Engineer,Lead,Tech,Australia,COBOL|Cold Calling|Tableau|R|Copy-Paste Reporting|Kubernetes,6,220384.0,0.98,99.0,4.4,4,High,Critical Risk,6,0,0.958,18,4
1844,2020,Data Engineer,Lead,Education,Netherlands,MS Access|Legacy VBA|Kubernetes|R|Data Entry,5,233790.0,0.98,101.6,4.06,4,High,Critical Risk,5,0,1.016,7,4
1845,2023,QA Engineer,Senior,Education,Brazil,LLMs/GenAI|A/B Testing|Spark/PySpark|Prompt Engineering|Manual Testing,5,245387.0,0.496,123.6,7.7,3,Elite,Moderate Risk,5,0,1.262,18,3
1846,2019,Operations Analyst,Lead,Education,USA,Copy-Paste Reporting|Python|Machine Learning|Spark/PySpark,4,221754.0,0.818,98.2,7.1,4,High,Critical Risk,4,0,0.964,16,4
1847,2021,HR Analyst,Mid,Energy,Canada,Airflow|Spark/PySpark|Data Entry,3,96737.0,0.98,130.0,6.17,2,Low,Critical Risk,3,0,0.65,13,2
1848,2025,Machine Learning Engineer,Senior,Education,UK,Python|MLOps|Statistics|Machine Learning,4,326784.0,0.05,142.3,8.78,3,Elite,Low Risk,4,1,1.68,15,3
1849,2024,HR Analyst,Lead,Media,India,Prompt Engineering|Copy-Paste Reporting|A/B Testing,3,169061.0,0.98,146.4,6.07,4,Mid,Critical Risk,3,0,0.735,13,4
1850,2022,Software Developer,Principal,Energy,UAE,Statistics|Copy-Paste Reporting|Crystal Reports|Airflow,4,254862.0,0.98,125.3,4.62,5,Elite,Critical Risk,4,0,0.996,21,5
1851,2024,IT Support Specialist,Senior,Government,India,Spark/PySpark|Vector Databases|Copy-Paste Reporting,3,136998.0,0.98,109.9,6.27,3,Mid,Critical Risk,3,0,0.704,14,3
1852,2024,Operations Analyst,Mid,Education,Germany,Deep Learning|A/B Testing|dbt|COBOL,4,150568.0,0.543,143.4,6.68,2,Mid,High Risk,4,0,1.012,16,2
1853,2024,SEO Specialist,Entry,Healthcare,Canada,Spark/PySpark|dbt|Manual Testing,3,81377.0,0.956,117.0,6.67,1,Low,Critical Risk,3,0,0.743,19,1
1854,2025,HR Analyst,Entry,Manufacturing,Brazil,Machine Learning|SQL|MS Access,3,88400.0,0.749,112.4,6.4,1,Low,High Risk,3,0,0.807,13,1
1855,2019,Content Strategist,Mid,Government,Germany,LLMs/GenAI|dbt|Crystal Reports|R|Tableau|Vector Databases,6,142877.0,0.442,100.2,7.22,2,Mid,Moderate Risk,6,0,0.961,5,2
1856,2020,Digital Marketer,Lead,Media,UK,LLMs/GenAI|COBOL|Copy-Paste Reporting|Vector Databases|Statistics|Tableau,6,226669.0,0.98,108.7,6.02,4,High,Critical Risk,6,0,0.985,10,4
1857,2024,DevOps Engineer,Principal,Manufacturing,UAE,SQL|Spark/PySpark|Copy-Paste Reporting|Excel (Basic),4,294990.0,0.98,157.1,5.18,5,Elite,Critical Risk,4,0,1.153,9,5
1858,2021,Data Engineer,Principal,Finance,Netherlands,SQL|Legacy VBA|R|Airflow|MS Access|Cloud (AWS/GCP),6,323359.0,0.98,110.0,5.92,5,Elite,Critical Risk,6,0,1.264,7,5
1859,2023,BI Developer,Lead,Finance,UAE,Deep Learning|Tableau|Legacy VBA|dbt,4,230390.0,0.681,112.6,6.8,4,High,High Risk,4,0,1.002,2,4
1860,2025,Operations Analyst,Mid,Energy,Brazil,Basic SEO|Python|MLOps|LLMs/GenAI,4,168291.0,0.46,122.4,7.75,2,Mid,Moderate Risk,4,0,1.132,16,2
1861,2023,Financial Analyst,Principal,Retail,Singapore,Cloud (AWS/GCP)|MS Access|Power BI|COBOL,4,237201.0,0.98,129.3,5.05,5,High,Critical Risk,4,0,0.927,12,5
1862,2025,Financial Analyst,Entry,Manufacturing,Canada,Airflow|LLMs/GenAI|MLOps|Data Entry,4,129605.0,0.795,130.2,7.15,1,Low,Critical Risk,4,0,1.183,12,1
1863,2020,Financial Analyst,Principal,Retail,Australia,Kubernetes|Power BI|Cloud (AWS/GCP)|Statistics|MS Access,5,258768.0,0.503,114.4,6.9,5,Elite,High Risk,5,0,1.012,12,5
1864,2024,Product Manager,Lead,Retail,India,Prompt Engineering|Airflow|Python|Excel (Basic)|MLOps|Kubernetes,6,379120.0,0.05,152.0,7.9,4,Elite,Low Risk,6,1,1.648,17,4
1865,2023,Digital Marketer,Principal,Finance,India,Manual Testing|Basic SEO|Excel (Basic)|Tableau|Python|LLMs/GenAI,6,247690.0,0.98,136.5,5.98,5,Elite,Critical Risk,6,0,0.968,10,5
1866,2022,Data Scientist,Mid,Tech,Australia,Legacy VBA|Manual Testing|Tableau|Cold Calling,4,121361.0,0.98,120.4,3.6,2,Low,Critical Risk,4,0,0.816,8,2
1867,2022,Product Manager,Entry,Retail,UAE,Spark/PySpark|Excel (Basic)|R|A/B Testing|Airflow,5,138435.0,0.269,109.0,6.98,1,Mid,Moderate Risk,5,0,1.264,17,1
1868,2019,Supply Chain Analyst,Entry,Healthcare,Australia,MS Access|COBOL|Copy-Paste Reporting|Machine Learning|R|dbt,6,93232.0,0.98,104.9,4.82,1,Low,Critical Risk,6,0,0.851,23,1
1869,2019,Statistician,Principal,Consulting,Brazil,A/B Testing|Copy-Paste Reporting|Basic SEO|Excel (Basic)|Tableau|Vector Databases,6,250493.0,0.98,93.6,5.35,5,Elite,Critical Risk,6,0,0.979,22,5
1870,2024,Product Manager,Senior,Media,Australia,Airflow|Data Entry|R|SQL,4,208707.0,0.882,156.4,5.95,3,High,Critical Risk,4,0,1.073,17,3
1871,2025,Business Analyst,Mid,Tech,Germany,Airflow|SQL|Data Entry|Deep Learning|Basic SEO,5,148772.0,0.98,151.6,5.88,2,Mid,Critical Risk,5,0,1.0,3,2
1872,2025,Financial Analyst,Senior,Finance,UAE,Vector Databases|Basic SEO|Copy-Paste Reporting,3,155198.0,0.98,109.0,4.37,3,Mid,Critical Risk,3,0,0.798,12,3
1873,2020,Product Manager,Principal,Finance,USA,Data Entry|Excel (Basic)|LLMs/GenAI|Cold Calling,4,270373.0,0.98,113.2,4.2,5,Elite,Critical Risk,4,0,1.057,17,5
1874,2023,Product Manager,Senior,Tech,UK,dbt|Statistics|Kubernetes|Data Entry|Copy-Paste Reporting,5,228030.0,0.98,128.5,5.3,3,High,Critical Risk,5,0,1.172,17,3
1875,2020,Business Analyst,Principal,Retail,USA,Statistics|Deep Learning|dbt|Legacy VBA|Excel (Basic)|Copy-Paste Reporting,6,237917.0,0.98,111.5,5.25,5,High,Critical Risk,6,0,0.93,3,5
1876,2019,Data Engineer,Lead,Tech,India,Cloud (AWS/GCP)|dbt|LLMs/GenAI|Copy-Paste Reporting,4,289362.0,0.67,104.8,7.08,4,Elite,High Risk,4,0,1.258,7,4
1877,2024,IT Support Specialist,Lead,Consulting,India,Cloud (AWS/GCP)|Manual Testing|Cold Calling,3,131958.0,0.98,118.6,4.6,4,Low,Critical Risk,3,0,0.574,14,4
1878,2019,Machine Learning Engineer,Entry,Government,Singapore,Spark/PySpark|LLMs/GenAI|Machine Learning,3,161824.0,0.05,101.5,9.33,1,Mid,Low Risk,3,1,1.478,15,1
1879,2024,Business Analyst,Lead,Healthcare,Australia,Airflow|dbt|Manual Testing|MS Access|Cold Calling|Basic SEO,6,183540.0,0.98,122.3,4.47,4,Mid,Critical Risk,6,0,0.798,3,4
1880,2023,SQL Developer,Lead,Government,Australia,R|Python|Legacy VBA|LLMs/GenAI,4,222577.0,0.67,107.4,6.88,4,High,High Risk,4,0,0.968,20,4
1881,2024,AI Engineer,Principal,Finance,India,LLMs/GenAI|Cloud (AWS/GCP)|Deep Learning|Prompt Engineering|Python,5,522130.25,0.05,135.3,9.28,5,Elite,Low Risk,5,1,2.041,0,5
1882,2024,Software Developer,Principal,Healthcare,Australia,Excel (Basic)|Legacy VBA|MLOps,3,273083.0,0.98,150.4,4.83,5,Elite,Critical Risk,3,0,1.068,21,5
1883,2020,Accountant,Senior,Government,India,Basic SEO|Excel (Basic)|dbt,3,112223.0,0.98,116.2,5.0,3,Low,Critical Risk,3,0,0.577,1,3
1884,2021,DevOps Engineer,Lead,Finance,USA,Crystal Reports|Legacy VBA|Excel (Basic)|Manual Testing,4,198365.0,0.98,111.3,2.52,4,High,Critical Risk,4,0,0.862,9,4
1885,2025,Operations Analyst,Principal,Consulting,USA,Airflow|Tableau|Cloud (AWS/GCP),3,242570.0,0.294,116.1,8.3,5,High,Moderate Risk,3,1,0.948,16,5
1886,2020,QA Engineer,Senior,Media,Australia,SQL|Prompt Engineering|Cold Calling|Spark/PySpark|dbt,5,190516.0,0.835,105.2,7.2,3,High,Critical Risk,5,0,0.98,18,3
1887,2021,Data Scientist,Mid,Tech,India,Machine Learning|Power BI|Cloud (AWS/GCP)|Vector Databases|Manual Testing|LLMs/GenAI,6,236842.0,0.05,113.3,8.0,2,High,Low Risk,6,1,1.592,8,2
1888,2023,Digital Marketer,Senior,Tech,India,Tableau|MS Access|Deep Learning,3,143392.0,0.79,117.9,6.3,3,Mid,Critical Risk,3,0,0.737,10,3
1889,2025,Financial Analyst,Entry,Government,Canada,Spark/PySpark|Copy-Paste Reporting|Prompt Engineering|A/B Testing,4,113136.0,0.977,154.5,6.72,1,Low,Critical Risk,4,0,1.033,12,1
1890,2019,Cloud Architect,Senior,Manufacturing,India,Airflow|Crystal Reports|Copy-Paste Reporting,3,204432.0,0.98,106.7,3.7,3,High,Critical Risk,3,0,1.051,4,3
1891,2020,Business Analyst,Entry,Tech,Brazil,SQL|Statistics|Excel (Basic)|Cold Calling|Data Entry,5,86287.0,0.98,103.3,4.38,1,Low,Critical Risk,5,0,0.788,3,1
1892,2022,AI Engineer,Principal,Finance,Australia,Excel (Basic)|Legacy VBA|Cold Calling|Vector Databases|COBOL|Prompt Engineering,6,388544.0,0.98,118.9,4.52,5,Elite,Critical Risk,6,0,1.519,0,5
1893,2020,Excel Analyst,Senior,Consulting,UK,Basic SEO|COBOL|Kubernetes|Tableau,4,122155.0,0.98,103.1,4.97,3,Low,Critical Risk,4,0,0.628,11,3
1894,2019,Business Analyst,Principal,Tech,UK,Machine Learning|dbt|Python,3,236906.0,0.05,98.3,9.07,5,High,Low Risk,3,1,0.926,3,5
1895,2024,QA Engineer,Principal,Retail,UK,SQL|Kubernetes|Cold Calling|Deep Learning|Statistics|LLMs/GenAI,6,355415.0,0.676,103.4,7.32,5,Elite,High Risk,6,0,1.39,18,5
1896,2019,SEO Specialist,Entry,Media,UK,Tableau|Cloud (AWS/GCP)|Spark/PySpark|Excel (Basic)|Python,5,91154.0,0.508,97.5,7.6,1,Low,High Risk,5,0,0.832,19,1
1897,2019,Cloud Architect,Entry,Consulting,UK,A/B Testing|Machine Learning|Power BI|Tableau,4,141034.0,0.05,100.3,8.2,1,Mid,Low Risk,4,1,1.288,4,1
1898,2019,IT Support Specialist,Mid,Education,UK,Basic SEO|Copy-Paste Reporting|Prompt Engineering,3,68767.0,0.98,94.8,4.43,2,Low,Critical Risk,3,0,0.462,14,2
1899,2023,Statistician,Lead,Manufacturing,Canada,LLMs/GenAI|Cloud (AWS/GCP)|Crystal Reports|dbt|Python|MS Access,6,309487.0,0.776,128.6,6.75,4,Elite,Critical Risk,6,0,1.345,22,4
1900,2020,DevOps Engineer,Principal,Media,Australia,Power BI|Crystal Reports|Copy-Paste Reporting|Manual Testing|Kubernetes|Statistics,6,283171.0,0.98,105.4,4.82,5,Elite,Critical Risk,6,0,1.107,9,5
1901,2019,SEO Specialist,Entry,Education,Canada,Manual Testing|SQL|LLMs/GenAI|Basic SEO,4,75247.0,0.98,100.3,5.78,1,Low,Critical Risk,4,0,0.687,19,1
1902,2022,Statistician,Lead,Government,Singapore,Deep Learning|Vector Databases|Excel (Basic)|A/B Testing,4,255249.0,0.145,102.8,7.4,4,Elite,Low Risk,4,1,1.11,22,4
1903,2020,Operations Analyst,Lead,Tech,USA,Kubernetes|SQL|Power BI,3,176453.0,0.244,102.4,7.8,4,Mid,Low Risk,3,1,0.767,16,4
1904,2021,Cloud Architect,Principal,Tech,UK,Machine Learning|Tableau|Excel (Basic),3,343078.0,0.213,108.5,6.87,5,Elite,Low Risk,3,0,1.341,4,5
1905,2022,Machine Learning Engineer,Senior,Tech,USA,Excel (Basic)|Airflow|R|Cold Calling|Deep Learning,5,264218.0,0.827,132.6,5.88,3,Elite,Critical Risk,5,0,1.359,15,3
1906,2023,Operations Analyst,Senior,Energy,USA,Airflow|Legacy VBA|Crystal Reports|Deep Learning|MLOps,5,196641.0,0.98,138.1,6.04,3,High,Critical Risk,5,0,1.011,16,3
1907,2019,Statistician,Principal,Energy,Netherlands,COBOL|Excel (Basic)|Prompt Engineering,3,211579.0,0.683,97.8,4.67,5,High,High Risk,3,0,0.827,22,5
1908,2023,Digital Marketer,Lead,Energy,Netherlands,Data Entry|Airflow|Copy-Paste Reporting|Deep Learning|dbt|Tableau,6,232818.0,0.98,128.6,6.0,4,High,Critical Risk,6,0,1.012,10,4
1909,2024,Machine Learning Engineer,Lead,Government,Brazil,Cloud (AWS/GCP)|Power BI|SQL|Spark/PySpark|dbt,5,362203.0,0.05,123.2,8.3,4,Elite,Low Risk,5,1,1.575,15,4
1910,2019,Digital Marketer,Lead,Energy,Germany,Airflow|Basic SEO|LLMs/GenAI|Cold Calling,4,170122.0,0.98,99.7,5.78,4,Mid,Critical Risk,4,0,0.74,10,4
1911,2020,SQL Developer,Principal,Energy,Brazil,Excel (Basic)|Cloud (AWS/GCP)|Manual Testing|Tableau|COBOL,5,212373.0,0.98,102.3,4.82,5,High,Critical Risk,5,0,0.83,20,5
1912,2024,Statistician,Mid,Government,India,dbt|Tableau|Machine Learning,3,155985.0,0.05,134.4,8.53,2,Mid,Low Risk,3,1,1.049,22,2
1913,2025,SEO Specialist,Mid,Finance,UK,Machine Learning|Basic SEO|LLMs/GenAI|Legacy VBA|Cold Calling|MS Access,6,138596.0,0.98,110.5,4.75,2,Mid,Critical Risk,6,0,0.932,19,2
